AMP_CODE,AMPHOE_T,AMPHOE_E,PROV_CODE,PROV_NAM_T,PROV_NAM_E,Region,px_type1,px_type2,px_total,area_rai_1,area_rai_2,area_rai_aban,area_rai_tot,pct_aban
02,ครบุรี,Khonburi,30,นครราชสีมา,Nakhon Ratchasima,NE,252,1393,4319230,141.75,783.56,925.31,2429566.88,0.0381
03,เสิงสาง,Soeng Sang,30,นครราชสีมา,Nakhon Ratchasima,NE,126,1219,2185482,70.88,685.69,756.56,1229333.62,0.0615
04,คง,Khong,30,นครราชสีมา,Nakhon Ratchasima,NE,9,350,1508478,5.06,196.88,201.94,848518.88,0.0238
05,บ้านเหลื่อม,Ban Luam,30,นครราชสีมา,Nakhon Ratchasima,NE,0,36,522552,0.0,20.25,20.25,293935.5,0.0069
06,จักราช,Chakrat,30,นครราชสีมา,Nakhon Ratchasima,NE,48,202,1296606,27.0,113.62,140.62,729340.88,0.0193
07,โชคชัย,Chokchai,30,นครราชสีมา,Nakhon Ratchasima,NE,156,432,1259850,87.75,243.0,330.75,708665.62,0.0467
08,ด่านขุนทด,Dan Khun Thot,30,นครราชสีมา,Nakhon Ratchasima,NE,82,958,3222214,46.12,538.88,585.0,1812495.38,0.0323
09,โนนไทย,Noen Thai,30,นครราชสีมา,Nakhon Ratchasima,NE,8,263,1269436,4.5,147.94,152.44,714057.75,0.0213
10,โนนสูง,Noen Sung,30,นครราชสีมา,Nakhon Ratchasima,NE,0,251,1601360,0.0,141.19,141.19,900765.0,0.0157
11,ขามสะแกแสง,Kham Sakae Saeng,30,นครราชสีมา,Nakhon Ratchasima,NE,0,0,787834,0.0,0.0,0.0,443156.62,0.0
12,บัวใหญ่,Bua Yai,30,นครราชสีมา,Nakhon Ratchasima,NE,0,53,1169724,0.0,29.81,29.81,657969.75,0.0045
13,ประทาย,Pratay,30,นครราชสีมา,Nakhon Ratchasima,NE,0,238,1247462,0.0,133.88,133.88,701697.38,0.0191
14,ปักธงชัย,Pakthong Chai,30,นครราชสีมา,Nakhon Ratchasima,NE,260,1096,2326412,146.25,616.5,762.75,1308606.75,0.0583
15,พิมาย,Phimai,30,นครราชสีมา,Nakhon Ratchasima,NE,227,1273,2067786,127.69,716.06,843.75,1163129.62,0.0725
16,ห้วยแถลง,Huai Thalaeng,30,นครราชสีมา,Nakhon Ratchasima,NE,0,13,1238650,0.0,7.31,7.31,696740.62,0.001
17,ชุมพวง,Chum Phuang,30,นครราชสีมา,Nakhon Ratchasima,NE,0,1177,1496640,0.0,662.06,662.06,841860.0,0.0786
18,สูงเนิน,Sung Noen,30,นครราชสีมา,Nakhon Ratchasima,NE,762,1852,1768848,428.62,1041.75,1470.38,994977.0,0.1478
19,ขามทะเลสอ,Kham Thale So,30,นครราชสีมา,Nakhon Ratchasima,NE,86,195,486576,48.38,109.69,158.06,273699.0,0.0578
20,สีคิ้ว,Si Khiu,30,นครราชสีมา,Nakhon Ratchasima,NE,97,1575,2702226,54.56,885.94,940.5,1520002.12,0.0619
21,ปากช่อง,Pak Chong,30,นครราชสีมา,Nakhon Ratchasima,NE,1744,9140,4575348,981.0,5141.25,6122.25,2573633.25,0.2379
22,หนองบุญมาก,Nong Bunmak,30,นครราชสีมา,Nakhon Ratchasima,NE,54,324,1272450,30.38,182.25,212.62,715753.12,0.0297
23,แก้งสนามนาง,Khangsanamnang,30,นครราชสีมา,Nakhon Ratchasima,NE,12,0,737282,6.75,0.0,6.75,414721.12,0.0016
24,โนนแดง,Noen Dang,30,นครราชสีมา,Nakhon Ratchasima,NE,0,49,389282,0.0,27.56,27.56,218971.12,0.0126
25,วังน้ำเขียว,Wang Nam Khieo,30,นครราชสีมา,Nakhon Ratchasima,NE,592,5605,2463416,333.0,3152.81,3485.81,1385671.5,0.2516
26,เทพารักษ์,Thepharak,30,นครราชสีมา,Nakhon Ratchasima,NE,105,38,853636,59.06,21.38,80.44,480170.25,0.0168
27,เมืองยาง,Mueang Yang,30,นครราชสีมา,Nakhon Ratchasima,NE,30,357,625898,16.88,200.81,217.69,352067.62,0.0618
28,พระทองคำ,Prathongkham,30,นครราชสีมา,Nakhon Ratchasima,NE,0,169,808284,0.0,95.06,95.06,454659.75,0.0209
29,ลำทะเมนชัย,Lamtaman Chai,30,นครราชสีมา,Nakhon Ratchasima,NE,0,330,616550,0.0,185.62,185.62,346809.38,0.0535
30,บัวลาย,Bua Lai,30,นครราชสีมา,Nakhon Ratchasima,NE,0,57,410566,0.0,32.06,32.06,230943.38,0.0139
31,สีดา,Sida,30,นครราชสีมา,Nakhon Ratchasima,NE,0,96,425616,0.0,54.0,54.0,239409.0,0.0226
32,เฉลิมพระเกียรติ,Chaloem Phra kiat,30,นครราชสีมา,Nakhon Ratchasima,NE,100,201,654554,56.25,113.06,169.31,368186.62,0.046
01,เมืองบุรีรัมย์,Mueang Burirum,31,บุรีรัมย์,Burirum,NE,0,12,1934702,0.0,6.75,6.75,1088269.88,0.0006
02,คูเมือง,Khu Muang,31,บุรีรัมย์,Burirum,NE,16,634,1020088,9.0,356.62,365.62,573799.5,0.0637
03,กระสัง,Krasang,31,บุรีรัมย์,Burirum,NE,0,113,1443792,0.0,63.56,63.56,812133.0,0.0078
04,นางรอง,Nangrong,31,บุรีรัมย์,Burirum,NE,34,172,1762048,19.12,96.75,115.88,991152.0,0.0117
05,หนองกี่,Nongki,31,บุรีรัมย์,Burirum,NE,23,76,1029512,12.94,42.75,55.69,579100.5,0.0096
06,ละหานทราย,Lahansai,31,บุรีรัมย์,Burirum,NE,293,914,1578020,164.81,514.12,678.94,887636.25,0.0765
07,ประโคนชัย,Prakhonchai,31,บุรีรัมย์,Burirum,NE,0,36,1934312,0.0,20.25,20.25,1088050.5,0.0019
08,บ้านกรวด,Bankruat,31,บุรีรัมย์,Burirum,NE,107,177,1284242,60.19,99.56,159.75,722386.12,0.0221
09,พุทไธสง,Phutthaisong,31,บุรีรัมย์,Burirum,NE,10,764,730756,5.62,429.75,435.38,411050.25,0.1059
10,ลำปลายมาศ,Lam Plai Mat,31,บุรีรัมย์,Burirum,NE,29,324,1908168,16.31,182.25,198.56,1073344.5,0.0185
11,สตึก,Satuk,31,บุรีรัมย์,Burirum,NE,112,715,1434734,63.0,402.19,465.19,807037.88,0.0576
12,ปะคำ,Pakham,31,บุรีรัมย์,Burirum,NE,0,727,811474,0.0,408.94,408.94,456454.12,0.0896
13,นาโพธิ์,Na Pho,31,บุรีรัมย์,Burirum,NE,0,68,490880,0.0,38.25,38.25,276120.0,0.0139
14,หนองหงส์,Nong Hong,31,บุรีรัมย์,Burirum,NE,0,0,727002,0.0,0.0,0.0,408938.62,0.0
15,พลับพลาชัย,Phapphachai,31,บุรีรัมย์,Burirum,NE,0,0,600574,0.0,0.0,0.0,337822.88,0.0
16,ห้วยราช,Huai Rat,31,บุรีรัมย์,Burirum,NE,0,0,409110,0.0,0.0,0.0,230124.38,0.0
17,โนนสุวรรณ,Non Suwan,31,บุรีรัมย์,Burirum,NE,0,26,461774,0.0,14.62,14.62,259747.88,0.0056
18,ชำนิ,Chamni,31,บุรีรัมย์,Burirum,NE,20,200,555976,11.25,112.5,123.75,312736.5,0.0396
19,บ้านใหม่ไชยพจน์,Ban Mai Chaiphot,31,บุรีรัมย์,Burirum,NE,0,104,406104,0.0,58.5,58.5,228433.5,0.0256
20,โนนดินแดง,Non Dindaeng,31,บุรีรัมย์,Burirum,NE,449,9722,1269800,252.56,5468.62,5721.19,714262.5,0.801
21,บ้านด่าน,Ban Dan,31,บุรีรัมย์,Burirum,NE,0,0,395658,0.0,0.0,0.0,222557.62,0.0
22,แคนดง,Khaendong,31,บุรีรัมย์,Burirum,NE,23,1114,598374,12.94,626.62,639.56,336585.38,0.19
23,เฉลิมพระเกียรติ,Chaloem Phra kiat,31,บุรีรัมย์,Burirum,NE,0,0,549460,0.0,0.0,0.0,309071.25,0.0
01,เมืองสุรินทร์,Mueang Surin,32,สุรินทร์,Surin,NE,82,310,2533840,46.12,174.38,220.5,1425285.0,0.0155
02,ชุมพลบุรี,Chumphon Buri,32,สุรินทร์,Surin,NE,64,1825,1524822,36.0,1026.56,1062.56,857712.38,0.1239
03,ท่าตูม,Thatum,32,สุรินทร์,Surin,NE,53,1397,1690178,29.81,785.81,815.62,950725.12,0.0858
04,จอมพระ,Chomphra,32,สุรินทร์,Surin,NE,0,0,766050,0.0,0.0,0.0,430903.12,0.0
05,ปราสาท,Prasat,32,สุรินทร์,Surin,NE,10,89,2259784,5.62,50.06,55.69,1271128.5,0.0044
06,กาบเชิง,Kapchoeng,32,สุรินทร์,Surin,NE,31,317,1320746,17.44,178.31,195.75,742919.62,0.0263
07,รัตนบุรี,Ratanaburi,32,สุรินทร์,Surin,NE,25,316,1328512,14.06,177.75,191.81,747288.0,0.0257
08,สนม,Sanom,32,สุรินทร์,Surin,NE,0,38,496450,0.0,21.38,21.38,279253.12,0.0077
09,ศีขรภูมิ,Srikhoraphum,32,สุรินทร์,Surin,NE,94,250,1686714,52.88,140.62,193.5,948776.62,0.0204
10,สังขะ,Sangkha,32,สุรินทร์,Surin,NE,107,579,2284212,60.19,325.69,385.88,1284869.25,0.03
11,ลำดวน,Lamduan,32,สุรินทร์,Surin,NE,0,108,504806,0.0,60.75,60.75,283953.38,0.0214
12,สำโรงทาบ,Samrongtap,32,สุรินทร์,Surin,NE,0,98,645938,0.0,55.12,55.12,363340.12,0.0152
13,บัวเชด,Bua Ched,32,สุรินทร์,Surin,NE,44,360,1091676,24.75,202.5,227.25,614067.75,0.037
14,พนมดงรัก,Phanom Dongruk,32,สุรินทร์,Surin,NE,0,181,748866,0.0,101.81,101.81,421237.12,0.0242
15,ศรีณรงค์,Sri Narong,32,สุรินทร์,Surin,NE,74,229,720082,41.62,128.81,170.44,405046.12,0.0421
16,เขวาสินรินทร์,Khwao Sinrin,32,สุรินทร์,Surin,NE,11,12,426496,6.19,6.75,12.94,239904.0,0.0054
17,โนนนารายณ์,Non Narai,32,สุรินทร์,Surin,NE,0,64,433294,0.0,36.0,36.0,243727.88,0.0148
01,เมืองศรีสะเกษ,Mueang Sisaket,33,ศรีสะเกษ,Sisaket,NE,9,677,1255924,5.06,380.81,385.88,706457.25,0.0546
02,ยางชุมน้อย,Yang Chumnoi,33,ศรีสะเกษ,Sisaket,NE,0,142,514116,0.0,79.88,79.88,289190.25,0.0276
03,กันทรารมย์,Kanthararom,33,ศรีสะเกษ,Sisaket,NE,36,1244,1651146,20.25,699.75,720.0,928769.62,0.0775
04,กันทรลักษ์,Kantharalak,33,ศรีสะเกษ,Sisaket,NE,151,352,3181686,84.94,198.0,282.94,1789698.38,0.0158
05,ขุขันธ์,Kunkhan,33,ศรีสะเกษ,Sisaket,NE,0,1097,1789886,0.0,617.06,617.06,1006810.88,0.0613
06,ไพรบึง,Phaibung,33,ศรีสะเกษ,Sisaket,NE,0,39,628074,0.0,21.94,21.94,353291.62,0.0062
07,ปรางค์กู่,Prang Ku,33,ศรีสะเกษ,Sisaket,NE,11,183,896812,6.19,102.94,109.12,504456.75,0.0216
08,ขุนหาญ,Khunhan,33,ศรีสะเกษ,Sisaket,NE,180,393,2117716,101.25,221.06,322.31,1191215.25,0.0271
09,ราษีไศล,Rasi Salai,33,ศรีสะเกษ,Sisaket,NE,27,760,1162952,15.19,427.5,442.69,654160.5,0.0677
10,อุทุมพรพิสัย,Uthumphon Phisai,33,ศรีสะเกษ,Sisaket,NE,16,392,1020744,9.0,220.5,229.5,574168.5,0.04
11,บึงบูรพ์,Bung Bun,33,ศรีสะเกษ,Sisaket,NE,27,4,124162,15.19,2.25,17.44,69841.12,0.025
12,ห้วยทับทัน,Huai Thapthan,33,ศรีสะเกษ,Sisaket,NE,10,58,496640,5.62,32.62,38.25,279360.0,0.0137
13,โนนคูณ,Non Khun,33,ศรีสะเกษ,Sisaket,NE,0,233,646048,0.0,131.06,131.06,363402.0,0.0361
14,ศรีรัตนะ,Si Ratana,33,ศรีสะเกษ,Sisaket,NE,19,12,533834,10.69,6.75,17.44,300281.62,0.0058
15,น้ำเกลี้ยง,Nam Kiang,33,ศรีสะเกษ,Sisaket,NE,18,45,644584,10.12,25.31,35.44,362578.5,0.0098
16,วังหิน,Wanghin,33,ศรีสะเกษ,Sisaket,NE,11,555,672896,6.19,312.19,318.38,378504.0,0.0841
17,ภูสิงห์,Phusing,33,ศรีสะเกษ,Sisaket,NE,137,716,1418152,77.06,402.75,479.81,797710.5,0.0601
18,เมืองจันทร์,Mueang Chang,33,ศรีสะเกษ,Sisaket,NE,0,126,241524,0.0,70.88,70.88,135857.25,0.0522
19,เบญจลักษ์,Benchalak,33,ศรีสะเกษ,Sisaket,NE,0,134,615110,0.0,75.38,75.38,345999.38,0.0218
20,พยุห์,Phayu,33,ศรีสะเกษ,Sisaket,NE,0,23,394416,0.0,12.94,12.94,221859.0,0.0058
21,โพธิ์ศรีสุวรรณ,Pho Si Suwan,33,ศรีสะเกษ,Sisaket,NE,0,0,267918,0.0,0.0,0.0,150703.88,0.0
22,ศิลาลาด,Silalad,33,ศรีสะเกษ,Sisaket,NE,32,317,339932,18.0,178.31,196.31,191211.75,0.1027
01,เมืองอุบลราชธานี,Mueang Ubon Ratchathani,34,อุบลราชธานี,Ubon Ratchathani,NE,78,1110,1323294,43.88,624.38,668.25,744352.88,0.0898
02,ศรีเมืองใหม่,Si Muang Mai,34,อุบลราชธานี,Ubon Ratchathani,NE,9,76,2197008,5.06,42.75,47.81,1235817.0,0.0039
03,โขงเจียม,Khong Chiam,34,อุบลราชธานี,Ubon Ratchathani,NE,48,73,1666422,27.0,41.06,68.06,937362.38,0.0073
04,เขื่องใน,Khuang Nai,34,อุบลราชธานี,Ubon Ratchathani,NE,9,3558,2020686,5.06,2001.38,2006.44,1136635.88,0.1765
05,เขมราฐ,Khemrat,34,อุบลราชธานี,Ubon Ratchathani,NE,60,185,1436700,33.75,104.06,137.81,808143.75,0.0171
07,เดชอุดม,Det Udom,34,อุบลราชธานี,Ubon Ratchathani,NE,24,555,2947136,13.5,312.19,325.69,1657764.0,0.0196
08,นาจะหลวย,Nachaluai,34,อุบลราชธานี,Ubon Ratchathani,NE,114,85,1376322,64.12,47.81,111.94,774181.12,0.0145
09,น้ำยืน,Nam Yun,34,อุบลราชธานี,Ubon Ratchathani,NE,48,61,2537858,27.0,34.31,61.31,1427545.12,0.0043
10,บุณฑริก,Buntharik,34,อุบลราชธานี,Ubon Ratchathani,NE,233,282,3446274,131.06,158.62,289.69,1938529.12,0.0149
11,ตระการพืชผล,Trakan Phutphon,34,อุบลราชธานี,Ubon Ratchathani,NE,59,306,2368714,33.19,172.12,205.31,1332401.62,0.0154
12,กุดข้าวปุ้น,Kut Khao Pun,34,อุบลราชธานี,Ubon Ratchathani,NE,11,215,782910,6.19,120.94,127.12,440386.88,0.0289
14,ม่วงสามสิบ,Muang Samsip,34,อุบลราชธานี,Ubon Ratchathani,NE,0,2277,1686844,0.0,1280.81,1280.81,948849.75,0.135
15,วารินชำราบ,Warin Chamrap,34,อุบลราชธานี,Ubon Ratchathani,NE,100,1636,1442870,56.25,920.25,976.5,811614.38,0.1203
19,พิบูลมังสาหาร,Phibunmangsahan,34,อุบลราชธานี,Ubon Ratchathani,NE,33,297,2231674,18.56,167.06,185.62,1255316.62,0.0148
20,ตาลสุม,Tansum,34,อุบลราชธานี,Ubon Ratchathani,NE,9,116,692784,5.06,65.25,70.31,389691.0,0.018
21,โพธิ์ไทร,Pho Sai,34,อุบลราชธานี,Ubon Ratchathani,NE,0,87,1291882,0.0,48.94,48.94,726683.62,0.0067
22,สำโรง,Samrong,34,อุบลราชธานี,Ubon Ratchathani,NE,0,223,898192,0.0,125.44,125.44,505233.0,0.0248
24,ดอนมดแดง,Don Mot Daeng,34,อุบลราชธานี,Ubon Ratchathani,NE,10,83,444404,5.62,46.69,52.31,249977.25,0.0209
25,สิรินธร,Sirinthon,34,อุบลราชธานี,Ubon Ratchathani,NE,279,924,1796094,156.94,519.75,676.69,1010302.88,0.067
26,ทุ่งศรีอุดม,Thung Si Udom,34,อุบลราชธานี,Ubon Ratchathani,NE,0,68,584898,0.0,38.25,38.25,329005.12,0.0116
29,นาเยีย,Nayia,34,อุบลราชธานี,Ubon Ratchathani,NE,69,581,559396,38.81,326.81,365.62,314660.25,0.1162
30,นาตาล,Natan,34,อุบลราชธานี,Ubon Ratchathani,NE,0,58,483768,0.0,32.62,32.62,272119.5,0.012
31,เหล่าเสือโก้ก,Lao Sua Kok,34,อุบลราชธานี,Ubon Ratchathani,NE,0,297,511684,0.0,167.06,167.06,287822.25,0.058
32,สว่างวีระวงศ์,Sawang Wirawong,34,อุบลราชธานี,Ubon Ratchathani,NE,45,963,612336,25.31,541.69,567.0,344439.0,0.1646
33,น้ำขุ่น,Nam Khun,34,อุบลราชธานี,Ubon Ratchathani,NE,65,37,649766,36.56,20.81,57.38,365493.38,0.0157
01,เมืองยโสธร,Mueang Yasothon,35,ยโสธร,Yasothon,NE,69,2710,1513640,38.81,1524.38,1563.19,851422.5,0.1836
02,ทรายมูล,Saimun,35,ยโสธร,Yasothon,NE,14,357,571348,7.88,200.81,208.69,321383.25,0.0649
03,กุดชุม,Kutchom,35,ยโสธร,Yasothon,NE,0,1969,1326424,0.0,1107.56,1107.56,746113.5,0.1484
04,คำเขื่อนแก้ว,Kham Khuan Kaeo,35,ยโสธร,Yasothon,NE,83,7927,1289946,46.69,4458.94,4505.62,725594.62,0.621
05,ป่าติ้ว,Patiw,35,ยโสธร,Yasothon,NE,77,1013,721794,43.31,569.81,613.12,406009.12,0.151
06,มหาชนะชัย,Maha Chanaphai,35,ยโสธร,Yasothon,NE,107,1058,980084,60.19,595.12,655.31,551297.25,0.1189
07,ค้อวัง,Kho Wang,35,ยโสธร,Yasothon,NE,14,250,449274,7.88,140.62,148.5,252716.62,0.0588
08,เลิงนกทา,Luang Nok Tha,35,ยโสธร,Yasothon,NE,27,770,2097524,15.19,433.12,448.31,1179857.25,0.038
09,ไทยเจริญ,Thaicharoen,35,ยโสธร,Yasothon,NE,0,694,633186,0.0,390.38,390.38,356167.12,0.1096
01,เมืองชัยภูมิ,Mueang Chaiyaphum,36,ชัยภูมิ,Chaiyaphum,NE,1745,7721,3342948,981.56,4343.06,5324.62,1880408.25,0.2832
02,บ้านเขว้า,Ban Khwao,36,ชัยภูมิ,Chaiyaphum,NE,101,143,1141662,56.81,80.44,137.25,642184.88,0.0214
03,คอนสวรรค์,Khon Sawan,36,ชัยภูมิ,Chaiyaphum,NE,81,438,1074480,45.56,246.38,291.94,604395.0,0.0483
04,เกษตรสมบูรณ์,Kaset Sombun,36,ชัยภูมิ,Chaiyaphum,NE,27,338,2488212,15.19,190.12,205.31,1399619.25,0.0147
05,หนองบัวแดง,Nong Bua Daeng,36,ชัยภูมิ,Chaiyaphum,NE,64,1117,4971460,36.0,628.31,664.31,2796446.25,0.0238
06,จัตุรัส,Chaturat,36,ชัยภูมิ,Chaiyaphum,NE,149,1276,1581540,83.81,717.75,801.56,889616.25,0.0901
07,บำเหน็จณรงค์,Bamnetnarong,36,ชัยภูมิ,Chaiyaphum,NE,33,153,1101266,18.56,86.06,104.62,619462.12,0.0169
08,หนองบัวระเหว,Nong Bua Rawe,36,ชัยภูมิ,Chaiyaphum,NE,119,211,1702346,66.94,118.69,185.62,957569.62,0.0194
09,เทพสถิต,Thep Sathit,36,ชัยภูมิ,Chaiyaphum,NE,94,66,2247842,52.88,37.12,90.0,1264411.12,0.0071
10,ภูเขียว,Phukhieo,36,ชัยภูมิ,Chaiyaphum,NE,88,742,1870998,49.5,417.38,466.88,1052436.38,0.0444
11,บ้านแท่น,Ban Thaen,36,ชัยภูมิ,Chaiyaphum,NE,30,97,752250,16.88,54.56,71.44,423140.62,0.0169
12,แก้งคร้อ,Kaeng Khro,36,ชัยภูมิ,Chaiyaphum,NE,66,586,1541532,37.12,329.62,366.75,867111.75,0.0423
13,คอนสาร,Khon San,36,ชัยภูมิ,Chaiyaphum,NE,95,327,3077872,53.44,183.94,237.38,1731303.0,0.0137
14,ภักดีชุมพล,Phakdi Chumphon,36,ชัยภูมิ,Chaiyaphum,NE,53,40,1426000,29.81,22.5,52.31,802125.0,0.0065
15,เนินสง่า,Noen Sanga,36,ชัยภูมิ,Chaiyaphum,NE,58,27,626508,32.62,15.19,47.81,352410.75,0.0136
16,ซับใหญ่,Sap Yai,36,ชัยภูมิ,Chaiyaphum,NE,9,75,650978,5.06,42.19,47.25,366175.12,0.0129
01,เมืองอำนาจเจริญ,Mueang Amnaj Charoen,37,อำนาจเจริญ,Amnaj Charoen,NE,52,1749,2099756,29.25,983.81,1013.06,1181112.75,0.0858
02,ชานุมาน,Chanuman,37,อำนาจเจริญ,Amnaj Charoen,NE,0,404,1370908,0.0,227.25,227.25,771135.75,0.0295
03,ปทุมราชวงศา,Pathum Ratwongsa,37,อำนาจเจริญ,Amnaj Charoen,NE,0,571,1158864,0.0,321.19,321.19,651861.0,0.0493
04,พนา,Pana,37,อำนาจเจริญ,Amnaj Charoen,NE,0,217,575970,0.0,122.06,122.06,323983.12,0.0377
05,เสนางคนิคม,Senakanikom,37,อำนาจเจริญ,Amnaj Charoen,NE,61,282,844142,34.31,158.62,192.94,474829.88,0.0406
06,หัวตะพาน,Hua Tapan,37,อำนาจเจริญ,Amnaj Charoen,NE,0,1181,944680,0.0,664.31,664.31,531382.5,0.125
07,ลืออำนาจ,Luaamnaj,37,อำนาจเจริญ,Amnaj Charoen,NE,12,458,620758,6.75,257.62,264.38,349176.38,0.0757
01,เมืองบึงกาฬ,Mueang Bung Kan,38,บึงกาฬ,Bung Kan,NE,955,4860,2122438,537.19,2733.75,3270.94,1193871.38,0.274
02,พรเจริญ,Phon Chareon,38,บึงกาฬ,Bung Kan,NE,151,1429,883962,84.94,803.81,888.75,497228.62,0.1787
03,โซ่พิสัย,So Phisai,38,บึงกาฬ,Bung Kan,NE,241,1403,1429004,135.56,789.19,924.75,803814.75,0.115
04,เซกา,Seka,38,บึงกาฬ,Bung Kan,NE,356,5204,2041744,200.25,2927.25,3127.5,1148481.0,0.2723
05,ปากคาด,Pak Khat,38,บึงกาฬ,Bung Kan,NE,168,610,671494,94.5,343.12,437.62,377715.38,0.1159
06,บึงโขงหลง,Bung Khlong Long,38,บึงกาฬ,Bung Kan,NE,115,1033,815166,64.69,581.06,645.75,458530.88,0.1408
07,ศรีวิไล,Si Wilai,38,บึงกาฬ,Bung Kan,NE,230,849,810338,129.38,477.56,606.94,455815.12,0.1332
08,บุ่งคล้า,Bungkha,38,บึงกาฬ,Bung Kan,NE,55,383,642510,30.94,215.44,246.38,361411.88,0.0682
01,เมืองหนองบัวลำภู,Mueang Nong Bua Lamphu,39,หนองบัวลำภู,Nong Bua Lamphu,NE,152,155,2392984,85.5,87.19,172.69,1346053.5,0.0128
02,นากลาง,Na Klang,39,หนองบัวลำภู,Nong Bua Lamphu,NE,54,63,1600562,30.38,35.44,65.81,900316.12,0.0073
03,โนนสัง,Non Sang,39,หนองบัวลำภู,Nong Bua Lamphu,NE,38,239,1531050,21.38,134.44,155.81,861215.62,0.0181
04,ศรีบุญเรือง,Sibunruang,39,หนองบัวลำภู,Nong Bua Lamphu,NE,133,146,2121682,74.81,82.12,156.94,1193446.12,0.0131
05,สุวรรณคูหา,Suwanakhuha,39,หนองบัวลำภู,Nong Bua Lamphu,NE,39,65,1329584,21.94,36.56,58.5,747891.0,0.0078
06,นาวัง,Na Wang,39,หนองบัวลำภู,Nong Bua Lamphu,NE,247,183,631190,138.94,102.94,241.88,355044.38,0.0681
01,เมืองขอนแก่น,Mueang Khon kaen,40,ขอนแก่น,Khon Kaen,NE,200,2945,2284072,112.5,1656.56,1769.06,1284790.5,0.1377
02,บ้านฝาง,Ban Fang,40,ขอนแก่น,Khon Kaen,NE,0,651,815288,0.0,366.19,366.19,458599.5,0.0798
03,พระยืน,Phra Yun,40,ขอนแก่น,Khon Kaen,NE,71,943,529510,39.94,530.44,570.38,297849.38,0.1915
04,หนองเรือ,Nong Rua,40,ขอนแก่น,Khon Kaen,NE,101,780,1239248,56.81,438.75,495.56,697077.0,0.0711
05,ชุมแพ,Chum Phae,40,ขอนแก่น,Khon Kaen,NE,36,270,1576340,20.25,151.88,172.12,886691.25,0.0194
06,สีชมพู,Si Chomphu,40,ขอนแก่น,Khon Kaen,NE,10,64,1220434,5.62,36.0,41.62,686494.12,0.0061
07,น้ำพอง,Nam Phong,40,ขอนแก่น,Khon Kaen,NE,146,788,1765232,82.12,443.25,525.38,992943.0,0.0529
08,อุบลรัตน์,Ubonrat,40,ขอนแก่น,Khon Kaen,NE,0,181,975250,0.0,101.81,101.81,548578.12,0.0186
09,กระนวน,Kranuan,40,ขอนแก่น,Khon Kaen,NE,34,21,1131844,19.12,11.81,30.94,636662.25,0.0049
10,บ้านไผ่,Ban Phai,40,ขอนแก่น,Khon Kaen,NE,75,473,1179498,42.19,266.06,308.25,663467.62,0.0465
11,เปือยน้อย,Puainoi,40,ขอนแก่น,Khon Kaen,NE,0,0,334254,0.0,0.0,0.0,188017.88,0.0
12,พล,Phon,40,ขอนแก่น,Khon Kaen,NE,0,410,1056050,0.0,230.62,230.62,594028.12,0.0388
13,แวงใหญ่,Waeng Yai,40,ขอนแก่น,Khon Kaen,NE,0,89,530594,0.0,50.06,50.06,298459.12,0.0168
14,แวงน้อย,Waeng Noi,40,ขอนแก่น,Khon Kaen,NE,0,154,680204,0.0,86.62,86.62,382614.75,0.0226
15,หนองสองห้อง,Nong Song Hong,40,ขอนแก่น,Khon Kaen,NE,0,129,1190422,0.0,72.56,72.56,669612.38,0.0108
16,ภูเวียง,Phu Wiang,40,ขอนแก่น,Khon Kaen,NE,90,519,1417164,50.62,291.94,342.56,797154.75,0.043
17,มัญจาคีรี,Manchakhiri,40,ขอนแก่น,Khon Kaen,NE,43,1265,1576530,24.19,711.56,735.75,886798.12,0.083
18,ชนบท,Chonnabot,40,ขอนแก่น,Khon Kaen,NE,94,1486,740476,52.88,835.88,888.75,416517.75,0.2134
19,เขาสวนกวาง,Khao Suan Kwang,40,ขอนแก่น,Khon Kaen,NE,9,22,771826,5.06,12.38,17.44,434152.12,0.004
20,ภูผาม่าน,Phu Phaman,40,ขอนแก่น,Khon Kaen,NE,81,72,721286,45.56,40.5,86.06,405723.38,0.0212
21,ซำสูง,Chamsung,40,ขอนแก่น,Khon Kaen,NE,0,103,464434,0.0,57.94,57.94,261244.12,0.0222
22,โคกโพธิ์ไชย,Khok Pho Chai,40,ขอนแก่น,Khon Kaen,NE,91,388,605370,51.19,218.25,269.44,340520.62,0.0791
23,หนองนาคำ,Nong Na Kham,40,ขอนแก่น,Khon Kaen,NE,53,138,411410,29.81,77.62,107.44,231418.12,0.0464
24,บ้านแฮด,Ban Haet,40,ขอนแก่น,Khon Kaen,NE,0,212,518324,0.0,119.25,119.25,291557.25,0.0409
25,โนนศิลา,Non Sila,40,ขอนแก่น,Khon Kaen,NE,0,138,425180,0.0,77.62,77.62,239163.75,0.0325
29,เวียงเก่า,Wiang Kao,40,ขอนแก่น,Khon Kaen,NE,0,231,733054,0.0,129.94,129.94,412342.88,0.0315
01,เมืองอุดรธานี,Mueang Udon Thani,41,อุดรธานี,Udon Thani,NE,145,965,2627850,81.56,542.81,624.38,1478165.62,0.0422
02,กุดจับ,Kutchap,41,อุดรธานี,Udon Thani,NE,7,51,1042234,3.94,28.69,32.62,586256.62,0.0056
03,หนองวัวซอ,Nong Wua So,41,อุดรธานี,Udon Thani,NE,106,226,1451900,59.62,127.12,186.75,816693.75,0.0229
04,กุมภวาปี,Kumphawapi,41,อุดรธานี,Udon Thani,NE,122,137,1590254,68.62,77.06,145.69,894517.88,0.0163
